Article,Text
Artigo 49.º,"Revogado pelo Decreto-Lei n. º 650/75, de 18 de Novembro  1- Nas edificações para habitação colectiva, quando a altura do último piso destinado a habitação exceder 11,5m, é ob rigatória a instalação de ascensores. A altura referida é medida a partir da cota mais baixa do arranque dos degraus ou rampas de acesso do interior do edifício. 2- Os ascensores, no mínimo de dois , serão dimensionados de acordo com o número de habitantes e com a capacida de mínima correspondente a quatro pessoas e deverão servir todos os  pisos de acesso aos fogos. 3- Nas edificações para habitação colect iva com mais de três pisos e em que a altura do último pi so, destinado à habitação, medi da nos termos do n.° 1 deste artigo, for inferior a 11,5 m deve prever -se espaço para futuro instalação no mínimo de um ascensor.  Nas edificações com características espe ciais, e particularmente naquelas que sejam ocupadas ou frequentadas por grande número de pessoas e nas de grande desenvolvimento em planta, o número e natureza das escadas e dos meios de comunicação vertical, bem como a sua di stribuição, serão fixados de modo que seja fácil utilizá-los em todas as circunstâncias.  As edificações não destinadas a habita ção deverão, quando o seu destino o justifique, ser providas, além de escadas ou rampas, de meios mecânicos de transporte vertical - ascensores, monta-ca rgas, escadas ou tapetes rolantes - em número e com a capacidade que forem necessários. Estes meios mecânicos servirão, obrigatoriamente, todos os pisos acima do terceiro.   TÍTULO III Condições especiais relativas á salubridade das edificações e dos terrenos de construção   CAPÍTULO I Salubridade dos terrenos   Nenhuma edificação poderá ser construída  ou reconstruída em terreno que não seja reconhecidamente salubre ou sujeito previamente as necessárias obras de saneamento.  Em terrenos alagadiços ou húmidos a cons trução ou reconstrução de qualquer edificação deverá ser precedida das obra s necessárias para o enxugar e desviar as águas pluviais, de modo que o prédio  venha a ficar preservado de toda a humidade.  Em terrenos onde se tenham feito depósi tos ou despejos de imundícies ou de águas sujas provenientes de usos domést icos ou de indústrias nocivas à saúde não poderá executar-se qualquer constr ução sem previamente se proceder à limpeza e beneficiação co mpletas do mesmo terreno.  Nas zonas urbanas não poderão executar-s e quaisquer construções ou instalações onde possam depositar-se imundícies - tais  como cavalariças, currais, vacarias, pocilgas, lavadouros, fábricas de prod utos corrosivos ou prejudiciais à saúde pública e estabelecimentos semelhantes - sem que os respectivos pavimentos fiquem perfeitamente impermeáveis e se adoptem as demais disposições próprias para evitar a poluição dos terrenos e da s águas potáveis ou  mineromedicinais. § único  O disposto neste artigo aplica-se  às construções ou depósitos de natureza agrícola ou indust rial nas zonas rurais, semp re que no terreno em que assentarem e a distância inferior a 100 me tros - ou a distância superior quando não seja manifesta a ausência de perigo  de poluição - haja nascentes, fontes, depósitos, canalizações ou cursos de água que importe defender.  Em terrenos próximos de cemitérios não se  poderá construir qualquer edificação sem se fazerem as obras porventura necessá rias para os tornar inacessíveis as águas de infiltração provenientes do cemitério.   CAPÍTULO II Da edificação em conjunto   A construção ou reconstrução de qualqu er edifício deve executar-se por forma que fiquem assegurados o arejament o, iluminação natural e exposição prolongada á acção directa dos raios so lares, e bem assim o seu abastecimento de água potável e a evacuação inofensiva dos esgotos.  § único  As câmaras municipais poderão condic ionar a licença para se executarem obras importantes em edificações existent es à execução simultânea dos trabalhos acessórios indispensáveis para lhes  assegurar as condições mínimas de salubridade prescritas neste regulamento.  A altura de qualquer edificação será fi xada de forma que em todos os planos verticais perpendiculares à fachada nenhum  dos seus elementos, com excepção de chaminés e acessórios de corativos, ultrapasse o limite definido pela linha recta a 45 graus, traçada em cada um desses planos a partir do alinhamento da edificação fronteira, definido pela intercessão do seu plano com o terreno exterior. § 1.º  Nas edificações construídas sobre te rrenos em declive consentir-se-á, na parte descendente a partir do referido pl ano médio, uma tolerância de altura até ao máximo de 1,50m. § 2.º  Nos edifícios de gaveto formado por dois arruamentos de largura ou de níveis diferentes, desde que se não im ponham soluções especiais, a fachada sobre o arruamento mais estreito ou ma is baixo poderá elevar-se ate a altura permitida para o outro arruamento, na extensão máxima de 15 metros. § 3.º  Nas edificações que ocupem todo o intervalo entre dois arruamentos de larguras ou níveis diferentes, salvo nos casos que exijam soluções especiais, as alturas das fachadas obedecerão  ao disposto neste artigo. § 4.º  Em caso de simples interrupção de continuidade numa fila de construções poderá o intervalo entre as  duas edificações confinantes ser igual à média das alturas dessas edificações, sem prejuízo, no  entanto, do disposto no artigo 60.º.  Independentemente do estabelecido no ar tigo anterior, a dist ância mínima entre fachadas de edificações nas quais exista m vãos de compartimentos de habitação não poderá ser inferior a 10 metros. § único  Tratando-se de arruamentos já ladead os, no todo ou na maior parte, por edificações, as câmaras municipais poderã o, sem prejuízo do qu e esteja previsto em plano de urbanização aprovado, estabelecer alinhamentos com menor intervalo, não inferior, contudo, ao definido pelas construções existentes.  Independentemente do disposto nos arti gos 59.º e 60.º, e sem prejuízo do que esteja previsto em plano de urbaniza ção aprovado, as câmaras municipais poderão estabelecer a obrigatoriedade, generalizada ou circunscrita apenas a arruamentos ou zonas determinadas em cada localidade, da construção de edificações recuadas em relação aos limit es do arruamento, qualquer que seja a largura deste, e fixar também quer a pr ofundidade mínima deste recuo, quer a natureza do arranjo e o tipo da vedaçã o dos terrenos livres entre o arruamento e as fachadas.  As edificações para habitação multifamiliar ou colectiva deverão dispor-se nos respectivos lotes de forma que o menor intervalo entre fachadas posteriores esteja de acordo com o esta belecido no artigo 59.º.  § 1.º  Para os efeitos do corpo deste artigo, sempre que não tenha sido organizado logradouro comum que assegu re condição nele estabelecida, cada edificação deverá ser provida de um logr adouro próprio, com toda a largura do lote e com fácil acesso do exterior. § 2.º  O logradouro a que alude o parágrafo an terior deverá ter em todos os seus pontos profundidade não inferior a metade  da altura correspondente da fachada adjacente, medida na perpendicular a es ta fachada no ponto mais desfavorável, com o mínimo de 6 metros e sem que a área livre e descoberta seja inferior a 40 metros quadrados. § 3.º  Nos prédios de gaveto poderão dispensar-se as condições de largura e profundidade mínima de logradouro refe ridas no corpo deste artigo desde que fiquem satisfatoriamente asseguradas a iluminação, ventilação e insolação da própria edificação e das contíguas.  As câmaras municipais, salvo o dispos to no artigo seguinte, não poderão consentir qualquer tolerância quanto ao disposto nos artigos anteriores deste capítulo, a não ser que reconhecidame nte se justifiquem por condições excepcionais e irremediáveis, criadas an tes da publicação deste regulamento, e somente se ficarem garantidas, em co ndições satisfatórias, a ventilação e iluminação natural e, tanto quanto possível, a insolação do edifício em todos os seus pisos habitáveis. § único  As concessões ao abrigo do dispos to no presente artigo basear-se-ão sempre em parecer favorável da respec tiva comissão munici pal de higiene. Artigo  64.º Poderão admitir-se outras soluções em  desacordo com o disposto nos artigos anteriores, desde que fiquem em todo o caso estritamente asseguradas as condições mínimas de salubridade exigíveis, mas só quando se trate de edificações cuja natureza, destino ou  carácter arquitectónico requeiram disposições especiais.   CAPÍTULO III Disposições interiores das edificações e espaços livres   1- A altura mínima, piso a piso, em edificações destinadas à habitação é de 2,70m (27m), não podendo ser o pé-direito  livre mínimo inferior a 2,40 m (24m). 2- Excepcionalmente, em vestíbulos, corredores, instal ações sanitárias, despensas e arrecadações será admissível que o pé-direito se reduza ao mínimo de 2,20m (22m). 3- O pé-direito livre mínimo dos pisos destinados a estabelecimentos comerciais é de 3m (30m). 4- Nos tectos com vigas, inclinados, abobadados ou, em geral, contendo superfícies salientes altura piso a piso e ou o pé-direito mí nimo; definidos nos n.°s 1 e 3 devem ser mantidos, pelo meno s, em 80 % da superfície do tecto, admitindo-se na superfície restante qu e o pé-direito livre possa descer até ao mínimo de 2,20m ou de 2,70m, respecti vamente, nos casos de habitação e de comércio.  1- Os compartimentos de habitação não poderão ser em número e área inferiores aos indicados no quadro seguinte.              número de compartimentos por fogo  2  T0 3  T1 4  T2 5  T3 6  T4 7  T5 8  T6 Mais de 8  Tx>6  áreas em metros quadrados        Quarto casal …………………  Quarto duplo …………………  Quarto duplo …………………  Quarto duplo …………………  Quarto simples ……………  Quarto simples ……………  Sala ………………………………  Cozinha ………………………  Suplemento de área obrigatório……………………  ___  ___  ___  ___  ___  ___  10  6   6 10,5  ___  ___  ___  ___  ___  10  6   4 10,5  9  ___  ___  ___  ___  12  6   6 10,5  9  9  ___  ___  ___  12  6   8 10,5  9  9  ___  6,5  ___  12  6   8  10,5  9  9  9  6,5  ___  16  6   8   10,5  9  9  9  6,5  6,5  16  6   10 10,5      restantes quartos 9m2  6,5  6,5  16  6   (x + 4)m2 (x= n.º de quartos)   2- No número de compartimentos acima referidos não se in cluem vestíbulos, instalações sanitárias, arrumos e outros  compartimentos de função similar. 3- O suplemento de área obrigatório refe rido no n.° 1 não pode dar origem a um espaço autónomo e encerrado, deve distri buir-se pela cozinha e sala, e terá uma sua parcela afectada ao tratamento de ro upa, na proporção que estiver mais de acordo com os objectivos da solução do projecto. 4- Quando o tratamento de roupa se fi zer em, espaço delimitado a parcela do suplemento de área referida no n.° 3,  destinada a essa função, não deve ser inferior a 2 m2. 5- O tipo de fogo é definido pelo núm ero de quartos de dormir, e para a sua identificação utiliza-se o símbolo Tx, em que x representa o número de quartos de dormir.  1- As áreas brutas dos fogos terã o os seguintes valores mínimos:    Tipo de fogo   T0 T1 T2 T3 T4 T5 T6 Tx>6    área bruta em metros quadrados ……………  35 52 72 91 105 122 134 1,6 x Ah   2- Para os fins do disposto neste regulamento, considera-se: a) Área bruta (Ab) é a superfície total do fogo, medida pelo perímetro exterior das paredes exteriores e eixos das pare des separadoras dos fogos, e inclui varandas privativas, locais acessórios e a quota-parte que lhe corresponda nas circulações comuns do edifício; b) Área útil (Au) é a soma dos áreas de todos os compartimentos da habitação, incluindo vestíbulos, circulações interiores , instalações sanitárias, arrumos, outros compartimentos de função similar e ar mários nas paredes, e mede-se pelo perímetro interior das paredes que limitam o fogo, descontando encalços até 30 cm, paredes interiores, divisórias e condutas; c) Área habitável (Ah) é a soma das área s dos compartimentos da habitação, com excepção de vestíbulos, ci rculações interiores, instalações sanitárias, arrumos e outros compartimentos de função similar,  e mede-se pelo perímetro interior das paredes que limitam o fogo, descontando encalços até 30 cm, paredes interiores, divisórias e condutas.  1- Nas habitações T0, T1 e T2, a área míni ma para instalações sanitárias é de 3,5 m2, sendo o equipamento mínimo defini do de acordo com o artigo 84.º. 2- Nas habitações T3 e T4, a área mínima  para instalações sanitárias é de 4,5 m2, subdividida em dois espa ços com acesso independente. 3- Nas instalações sanitári as subdivididas haverá como equipamento mínimo uma banheira e um lavatório, num dos espaços;  uma bacia de retrete, um bidé e um lavatório, no outro espaço. 4- Nas habitações T5 ou com mais de se is compartimentos, a área mínima para instalações sanitárias é de 6 m2, desd obrada em dois espaços com acesso independente. 5- Nas instalações sanitárias desdobrada s haverá como equipamento mínimo uma banheira, uma bacia de retrete, um bidé e um lavatório, num dos espaços; e uma bacia de duche, uma bacia de retr ete e um lavatório, no outro. Artigo  69.º 1 - As dimensões dos compartimentos das ha bitações referidas no  n.º 1 do artigo 66.º obedecerão as exigências seguintes:  a) Quando a respectiva área for menor que 9,5 m2, a dimensão mínima será 2,10 m; b) Quando a respectiva área for maio r ou igual a 9,5m2 e menor que 12 m2, deverá inscrever-se nela um círculo de diâmetro não inferior a 2,40 m; c) Quando a respectiva área for maior ou igual a 12 m2 e menor que 15 m2, deverá inscrever-se nela um círculo de diâmetro não inferior a 2,70 m; d) Quando a respectiva área for maior ou igual a 15 m2, o comprimento não poderá exceder o dobro da largura, ressa lvando-se as situações em que nas duas paredes opostas mais afastadas se pratiquem vãos, sem prejuízo de que possa inscrever-se nessa área um círculo de  diâmetro não inferior a 2,70 cm. 2 - Quando um compartimento se arti cular em 2 espaços não autónomos, a dimensão horizontal que define o seu cont acto nunca será inferior a dois terços da dimensão menor do espaço ma ior, com o mínimo de 2,10 m. 3 - Exceptua-se do preceituado no númer o anterior o compartimento destinado a cozinha, em que a dimensão mínima admitida será de 1,70 m, sem prejuízo de que a distância mínima livre entre bancadas  situadas em paredes opostas seja de 1,10 m.  "
Artigo 70.º,"1 - A largura dos corredores das habitaçõ es não deve ser inferior a 1,10 m. 2 - No caso de corredores secundários com comprimento igual ou menor que 1,50 m, poderá autorizar-se largura mínima de 0,90 m.  "
Artigo 71.º,"1- Os compartimentos das habitações re feridos no n.º 1 do artigo 66.° serão sempre iluminados e ventilados por um ou mais vãos praticados nas paredes, em comunicação directa com o exterior e cuja  área total não será inferior a um décimo da área do compartimento com o mínimo de 1,08 m2  medidos no tosco. 2- Nos casos em que as condições climát icas e de ruído tal justifiquem, será permitido o uso de varandas envidraçadas, consideradas para efeito deste artigo como espaço exterior, de acordo co m os condicionamentos seguintes:  a) A largura das varandas não poderá exceder 1,80 m; b) As áreas dos vãos dos compartimentos  confinantes não serão inferiores a um quinto da respectiva área nem a 3 m2; c) A área do envidraçado da varanda não será inferior a um terço da respectiva área nem a 4,3 m2; d) A área de ventilação do envidraçad o da varanda será, no mínimo, igual a metade da área total do envidraçado.  3- As frestas praticadas em parede s confinantes com terrenos ou prédios contíguos não são consideradas vãos de iluminação ou ventilação para os fins do disposto neste artigo. "
Artigo 72.º,"Artigo 72.º Deverá ficar assegurada a ventilação tran sversal do conjunto de cada habitação, em regra por meio de janelas disp ostas em duas fachadas opostas.  "
Artigo 73.º,"As janelas dos compartimentos das habita ções deverão ser sempre dispostas de forma que o seu afastamento de qualquer  muro ou fachada fronteiros, medido perpendicularmente ao plano da janela e atendendo ao disposto no artigo 75.º, não seja inferior a metade da altura desse muro ou fachada acima do nível do pavimento do compartimento, com o mínimo  de 3 metros. Além disso não deverá haver a um e outro lado do eixo vert ical da janela qualquer obstáculo à iluminação a distância inferior a 2 metros , devendo garantir-se, em toda esta largura, o afastamento mínimo  de 3 metros acima fixado.  "
Artigo 74.º,"A ocupação duradoura de logradouros, pá tios ou recantos das edificações com quaisquer construções, de signadamente telheiros e coberturas, e o pejamento dos mesmos locais com materiais ou vo lumes de qualquer natureza só podem efectuar-se com expressa autorização das câmaras municipais quando se verifique não advir daí prejuízo para o bo m aspecto e condições de salubridade e segurança de todas as edificações directa ou indirectamente afectadas.  "
Artigo 75.º,"Sempre que nas fachadas sobre logradouro s ou pátios haja varandas, alpendres ou quaisquer outras construções, sa lientes das paredes, susceptíveis de prejudicar as condições de iluminação ou ventilação, as distancias ou dimensões mínimas fixadas no artigo 73.º serão contadas a partir dos limites extremos dessas construções.  "
Artigo 76.º,"Nos logradouros e outros espaços livres deverá haver ao longo da construção uma faixa de, pelo menos, 1 metro de largura, revestida de material impermeável ou outra disposição igualmente eficiente para proteger as paredes contra infiltrações. A área restante deverá ser ajardinada ou ter outro arranjo condigno. Os pavimentos dos pátios e as faixas impermeáveis dos espaços livres deverão ser construídos com inclinações que asse gurem rápido e completo escoamento das águas pluviais ou de lavagem para uma abertura com ralo e vedação hidráulica, que poderá ser ligada ao esgoto do prédio.  "
Artigo 77.º,"1- Só é permitida a construção de ca ves destinadas a habitação em casos excepcionais, em que a orientação e o desa fogo do local permitam assegurar-lhes boas condições de habitabilidade, reconhecidas pelas câmaras municipais, devendo, neste caso, todos os compar timentos satisfazer às condições especificadas neste regulamento para os andares de habitação e ainda ao seguinte:  a) A cave deverá ter, pelo menos,  uma parede exterior completamente desafogada a partir de 0,15 m abaixo  do nível do pavimento interior; b) Todos os compartimentos habitáveis re feridos no n,° 1 do artigo 66.º deverão ser contíguos à fachada completamente desafogada; c) Serão adoptadas todas as disposições co nstrutivas necessárias para garantir a defesa da cave contra infiltrações de  águas superficiais e contra a humidade telúrica e para impedir que quaisquer em anações subterrâneas penetrem no seu interior; d) O escoamento dos esgotos deverá  ser conseguido por gravidade.  2- No caso de habitações unifamiliares isoladas que tenham uma fachada completamente desafogada e, pelo menos,  duas outras também desafogadas, só a partir de 1 m de altura acima do pavimento interior poderão dispor-se compartimentos habitacionai s contíguos a qualquer das fachadas. Para o caso de habitações unifamiliares geminadas, exigir-se-á, para este efeito, além de uma fachada completamente desafogada, apen as uma outra desafogada, nos termos já referidos para a outra hipótese. 3- Se da construção da cave resultar a possibilidade de se abrirem janelas sobre as ruas ou sobre o terreno circundante, não poderão aquelas, em regra, ter os seus peitoris a menos de 0,40 m acima do nível exterior.  "
Artigo 78.º,"Poderá autorizar-se a construção de caves que sirvam exclusivamente de arrecadação para uso dos inquilinos do próprio prédio ou de armazéns ou arrecadação de estabelecimentos comercia is ou industriais existentes no mesmo prédio. Neste caso o pé-direito mínimo será de 2,20 m e as caves deverão ser suficientemente arejadas e protegidas contra a humidade e não possuir qualquer comunicação directa com a parte do  prédio destinada a habitação.  § único  As câmaras municipais poderão ainda fixar outras disposições especiais a que devam obedecer as arrecadações nas caves, tendentes a impedir a sua utilização eventual para fins de habitação.  "
Artigo 79.º,"Os sótãos, águas-furtadas e mansardas só poderão ser utilizados para fins de habitação quando satisfaçam a todas as condições de salubridade previstas neste regulamento para os andares de habitaçã o. Será, no entanto, permitido que os respectivos compartimentos tenham o pé-d ireito mínimo regulamentar só em metade da sua área, não podendo, porém,  em qualquer ponto afastado mais de 30 centímetros do perímetro do comparti mento, o pé-direito ser inferior a 2 metros. Em todos os casos deverão ficar devidamente asseguradas boas condições de isolamento térmico.  "
Artigo 80.º,"As caves, sótãos, águas-furtadas e mansar das só poderão ter acesso pela escada principal da edificação ou por elevador quando satisfaçam as condições mínimas de habitabilidade fixadas neste regulamento. É interdita a construção de cozinhas ou retretes nestes locais quando não reúnam as demais condições de habitabilidade.  "
Artigo 81.º,"As câmaras municipais poderão esta belecer nos seus regulamentos a obrigatoriedade de adopção, em zonas infestadas pelos ratos, de disposições construtivas especiais tendo por fim impossibilitar o acesso destes animais ao interior das edificações. "
Artigo 82.º,"Artigo 82.º As câmaras municipais, na s regiões sezonáticas ou infestadas por moscas, mosquitos e outros insectos prejudiciais á saúde, poderão determinar que os vãos das portas e janelas sejam convenientemen te protegidos com caixilhos fixos ou adequadamente mobilizáveis, com rede mosquiteira ou com outras modalidades construtivas de adequada eficiência.   CAPÍTULO IV Instalações sanitárias e esgotos   "
Artigo 83.º,"Todas as edificações serão providas de  instalações sanitárias adequadas ao destino e utilização efectiva da construção e reconhecidamente salubres, tendo em atenção, alem das disposições deste regulamento, as do regulamento geral das canalizações e esgotos.  "
Artigo 84.º,"1- Em cada habitação, as instalaçõe s sanitárias serão quantitativamente proporcionadas ao número de comparti mentos e terão, como mínimo, uma instalação com lavatório, banheira,  uma bacia de retrete e um bidé. 2- Em cada cozinha é obrigatória a instal ação de um lava-louça e uma saída de esgoto através de um ramal de ligação com 50 mm de diâmetro e construída com materiais que permitam o escoamento a temperaturas até 70 º C, sem alteração no tempo das características físi cas das tubagens desse ramal.  "
Artigo 85.º,"As instalações sanitárias das habitações serão normalmente incorporadas no perímetro da construção, em locais iluminados e arejados. Quando seja impossível ou inconveniente fazê-lo e, es pecialmente, tratando-se de prédios já existentes, as instalações sanitárias po derão dispor-se em espaços contíguos a habitação, de acesso fácil e abrigado, localizado por forma que não prejudique o aspecto exterior da edificação.  "
Artigo 86.º,"As retretes não deverão normalmente te r qualquer comunicação directa com os compartimentos de habitaçã o. Poderá, todavia, cons entir-se tal comunicação quando se adoptem as disposições necessá rias para que desse facto não resulte difusão de maus cheiros nem prejuízo pa ra a salubridade dos compartimentos comunicastes e estes não sejam a sala de  refeições, cozinha, copa ou despensa.  "
Artigo 87.º,"1- As instalações sanitárias terão ilu minação e renovação permanente de ar asseguradas directamente do exterior da edificação, e a área total envidraçada do vão ou vãos abertos na parede, em cont acto directo com o exterior, não poderá ser inferior a 0,54m2, medida  no tosco, devendo a parte de  abrir ter, pelo menos, 0,36m2. 2- Em casos especiais, justificados por ca racterísticas próprias da edificação, no seu conjunto, poderá exceptuar-se o di sposto no número anterior, desde que fique eficazmente assegurada a renovaçã o constante e suficiente do ar, por ventilação natural ou forçada, desde que o respectivo sistema obedeça ao condicionalismo previsto no artigo 17.°. 3- Em caso algum será prevista a utilização de aparelhos de combustão, designadamente esquentador a gá s, nas instalações sanitárias.  "
Artigo 88.º,Todas as retretes serão providas de uma bacia munida de sifão e de um dispositivo para a sua lavagem. Onde exista  rede pública de distribuição de água será obrigatória a instalação de autoclismo de capacidade conveniente ou de outro dispositivo que assegure a rápida remoção das matérias depositadas na bacia.  
Artigo 89.º,Serão aplicáveis aos urinóis as dispos ições deste regulamento relativas as condições de salubridade das retretes.  
Artigo 90.º,"As canalizações de esgoto dos prédios serão delineadas e estabelecidas de maneira a assegurar em todas as circunstâncias a boa evacuação das matérias recebidas. Deverão ser acessíveis e fac ilmente inspeccionáv eis, tanto quanto possível, em toda a sua extensão, sem prejuízo do bom aspecto exterior da edificação. Nas canalizações dos prédios é interdito o emprego de tubagem de barro comum, mesmo vidrada.  "
Artigo 91.º,Será assegurado o rápido e completo e scoamento das águas pluviais caídas em qualquer local do prédio. Os tubos de queda das águas pluviais serão independentes dos tubos de queda destin ados ao esgoto de dejectos e águas servidas.  
Artigo 92.º,"Serão tomadas todas as disposições ne cessárias para rigorosa defesa da habitação contra emanações dos esgotos susceptíveis de prejudicar a saúde ou a comodidade dos ocupastes. Qualquer apar elho ou orifício de escoamento, sem excepção, desde que possa estabelece r comunicação entre canalizações ou reservatórios de águas servidas ou de  dejectos e a habitação, incluindo os escoadouros colocados nos logradouros ou  em outro qualquer local do prédio, será ligado ao ramal da evacuação por intermédio de um sifão acessível e de fácil limpeza e em condições de garantir uma vedação hidráulica efectiva e permanente.  "
Artigo 93.º,"Serão adoptadas todas as precauções tendentes a assegurar a ventilação das canalizações de esgoto e a impedir o esvaziamento, mesmo temporário, dos sifões e a consequente descontinuidade da vedação hidráulica.  § 1.º  Os tubos de queda dos dejectos e águas servidas dos prédios serão sempre prolongados além da ramificação mais  elevada, sem diminuição de secção, abrindo livremente na atmosfera a, pelo menos, 50 centímetros acima do telhado ou, quando a cobertura formar terraço, a 2 metros acima do seu nível e a 1 metro acima de qualquer vão ou simples abertura em comunicação com os locais de habitação, quando situados a uma dist ância horizontal inferior a 4 metros da desembocadura do tubo. § 2.º  Nas edificações com instalações sanitári as distribuídas por mais de um piso é ainda obrigatória a instalação de um tubo geral de ventilação, de secção útil constante, adequada à sua extensão e ao número e natureza dos aparelhos servidos. Este tubo, a que se ligarão os ra mais da ventilação dos sifões ou grupos de sifões a ventilar, poderá inserir-se no  tubo de queda 1 metro acima da última ramificação ou abrir-se livremente na at mosfera nas condições estabelecidas para os tubos de queda. Inferiormente o tubo ge ral de ventilação será inserido no tubo de queda a jusante da ligação do primeiro ramal de descarga.  "
Artigo 94.º,"Os dejectos e águas servidas deverão ser afastados dos prédios prontamente e por forma tal que não possam originar quaisquer condições de insalubridade.  § único  Toda a edificação existente ou a co nstruir será obrigatoriamente ligada à rede pública de esgotos por um ou ma is ramais, em regra privativos da edificação, que sirvam para a evacuação dos seus esgotos.  "
Artigo 95.º,"Nos locais ainda não servidos por colector público acessível os esgotos dos prédios serão dirigidos para instalaçõe s cujos efluentes s ejam suficientemente depurados. É interdita a utilização de poços perdidos ou outros dispositivos susceptíveis de poluir o subsolo ou estabelecidos em condições de causarem quaisquer outros danos à salubridade pública.  § único  As instalações referidas neste ar tigo não poderão continuar a ser utilizadas logo que aos prédios respectivos for assegurado esgoto para colector público e, ao cessar a sua utilização, serão demolidas ou entulhadas, depois de cuidadosamente limpas e desinfectadas. "
Artigo 96.º,"Artigo 96.º É proibido o escoamento, mesmo temporário , para cursos de água, lagos ou para o mar dos dejectos ou águas servidas de qualquer natureza não sujeitos a tratamento prévio conveniente, qu ando daí possam advir condições de insalubridade ou prejuízo público.  "
Artigo 97.º,"Em todas as edificações com mais de quatro pisos, incluindo cave e sótão, sempre que habitáveis e quando não se preveja outro sistema mais aperfeiçoado de evacuação de lixos, deverá, pelo menos, existir um compartimento facilmente acessível, destinado a nele se deposita rem contentores dos lixos dos diversos pisos. § único Os compartimentos a que se refere o corpo deste artigo deverão ser bem ventilados e possuir disposições apropriadas para a sua lavagem frequente.  "
Artigo 98.º,"As canalizações destinadas à evacuação dos lixos dos inquilinos dos diversos pisos - quando previstas - deverão ser ve rticais, ter secção útil proporcionada ao número de inquilinos e diâmetro mínimo de 30 centímetros. Em cada piso haverá, pelo menos, uma boca de despejo facilmente acessível e ligada à canalização vertical por meio de ramais, cuja inclinação sobre a horizontal nunca deve ser inferior a 45 graus.  § 1.º Tanto a canalização vertical como os ramais de evacuação deverão ser constituídos por tubagens de grés vi drado ou outro material não sujeito a corrosão e de superfície interior perfei tamente lisa em toda a sua extensão e devem, além disso, possuir disposiçõe s eficazes de ventilação, lavagem e limpeza. § 2.º As bocas de despejo devem funcionar fa cilmente e satisfazer aos requisitos de perfeita vedação e higiene na sua utilização.  "
Artigo 99.º,"A introdução em colectores públicos de pr odutos ou líquidos residuais de fábricas, garagens ou de outros estabelecime ntos, e susceptíveis de prejudicarem a exploração ou o funcionamento das cana lizações e instalações do sistema de esgotos públicos, só poderá ser autorizada  quando se verifique ter sido precedida das operações necessárias para gara ntir a inocuidade do efluente. "
Artigo 100.º,"Artigo 100.º Os ramais de ligação dos prédios aos cole ctores públicos ou a quaisquer outros receptores terão secções úteis adequada s ao número e natureza dos aparelhos que servirem à área de drenagem e ao s caudais previstos. Serão solidamente assentes e facilmente inspeccionáveis em  toda a sua extensão, particularmente nos troços em que ano for possível evitar a sua colocação sob as edificações. Não serão permitidas, em regra, inclinações inferiores a 2 centímetros nem superiores a 4 centímetros por metro, devendo, em todos os casos, tomar-se as disposições complementares porventura necessárias , quer para garantir o perfeito escoamento e impedir a acumulação de ma térias sólidas depositadas, quer para obstar ao retrocesso dos esgotos para as edificações, especialmente em zonas inundáveis.   CAPÍTULO V Abastecimento de água potável   "
Artigo 101.º,"As habitações deverão normalmente ter a ssegurado o seu abastecimento de água potável na quantidade bastante para a a limentação e higiene dos seus ocupantes.  § único Salvo nos casos de isenção legal, os prédios situados em locais servidos por rede pública de abastecimento de água serão providos de sistemas de canalizações interiores de distribuição, ligadas aquela rede por meio de ramais privativos, devendo dar-se a uns e ou tros traçados e dimensões tais que permitam o abastecimento directo e contínuo de todos os inquilinos.  "
Artigo 102.º,"As canalizações, dispositivos de utilização e acessórios de qualquer natureza das instalações de água potável dos prédios serão estabelecidos e explorados tendo em atenção as disposições do presente regulamento e do regulamento geral do abastecimento de água, de forma qu e possam rigorosamente assegurar a protecção da água contra contaminaç ão ou simples alteração das suas qualidades.  § 1.º As instalações de distribuição de água  potável serão inteiramente distintas de qualquer outra instalação de distri buição de água ou de drenagem. As canalizações de água manter-se-ão isolad as das canalizações de esgoto em todo o seu traçado. § 2.º  A alimentação, pelas instalações de ág ua potável, das bacias de retrete, urinóis ou quaisquer outros recipientes ou canalizações insalubres só poderá ser feita mediante interposição de um dispositivo isolador adequado. § 3.º Nas instalações de água potável é interdita a utilização de materiais que não seja reconhecidamente impermeáveis  e resistentes ou que não ofereçam suficientes garantias de inalterabilidade da água até à sua utilização.   "
Artigo 103.º,"As instalações de distribuição de água  potável devem estabelecer-se de modo que ela siga directamente da origem do abastecimento do prédio até aos dispositivos de utilização, sem retenção prolongada em quaisquer reservatórios. § único  Quando seja manifestamente indisp ensável o emprego de depósitos de água potável, terão estes disposições que facilitem o seu esvaziamento total e limpeza frequentes. Serão instalados em lo cais salubres e arejados, distantes das embocaduras dos tubos de ventilação dos esgotos e protegidos contra o calor. Quando necessário, serão ventilados, mas sempre protegidos eficazmente contra a entrada de mosquitos, de poeiras ou de outras matérias estranhas.  "
Artigo 104.º,"Os poços e cisternas deverão ficar afastados de origens de possíveis conspurcações de água. Tomar-se-ão, al ém disso, as precauções necessárias para impedir a infiltração de águas superficiais, assegurar conveniente ventilação e opor-se à entrada de mosquitos, poei ras ou de quaisquer outras matérias nocivas. Para extrair a água apenas se poderão utilizar sistemas que não possam ocasionar a sua inquinação.  "
